,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
533,3,1,2,1,1,1,3,2,2,3,1,4
534,3,1,2,1,1,1,3,2,2,3,1,4
535,3,2,3,2,1,1,3,2,3,3,1,3
536,3,2,3,2,1,1,3,2,3,3,1,3
537,3,1,2,1,1,1,3,2,2,3,1,4
538,2,1,1,0,1,0,1,0,5,3,3,3
539,2,1,1,0,1,1,4,1,5,5,2,4
540,2,2,1,1,0,0,3,1,6,3,5,1
541,3,3,3,1,1,2,4,2,3,2,1,3
542,1,2,2,0,1,0,3,0,5,5,3,4
543,2,1,2,1,0,0,3,1,4,4,3,4
544,2,1,1,2,1,1,3,2,4,3,1,4
545,2,0,1,0,0,1,3,1,7,4,3,4
546,2,1,1,1,0,1,3,1,7,4,2,4
547,3,1,2,0,1,0,1,0,5,3,6,4
548,2,0,1,0,1,0,2,1,7,3,3,6
549,3,3,3,1,1,2,4,2,3,2,1,3
550,3,2,3,1,1,1,3,2,3,3,2,6
551,5,1,2,0,0,1,1,0,1,1,5,6
552,3,1,2,0,0,1,2,0,2,1,6,6
553,3,2,3,1,1,1,3,2,3,3,2,6
554,3,1,2,0,0,1,2,0,2,1,6,6
555,5,1,2,0,0,1,1,0,1,1,5,6
556,4,2,4,1,1,0,3,2,2,4,2,3
557,2,3,1,0,1,0,2,1,5,3,3,4
558,2,1,1,1,1,1,3,1,4,1,2,3
559,3,2,2,0,1,1,3,0,2,6,6,4
560,2,1,2,1,1,1,3,1,3,6,3,6
561,2,2,0,0,1,1,2,1,4,3,3,3
562,3,2,1,1,1,1,4,1,3,4,1,4
563,3,2,1,0,1,0,2,1,3,6,3,6
564,2,4,1,0,1,1,3,1,4,2,1,3
565,3,1,2,1,1,0,2,1,3,2,3,4
566,3,2,2,1,1,0,0,1,3,1,5,4
567,2,1,3,0,1,1,3,1,3,4,2,3
568,2,1,3,0,1,2,3,1,3,4,2,4
569,2,1,1,0,0,1,3,1,4,5,2,4
570,3,3,3,1,1,2,4,2,2,2,1,3
571,2,1,1,0,0,0,2,0,5,2,5,6
572,2,2,3,2,1,1,3,2,2,3,1,3
573,3,1,2,0,0,1,3,0,3,1,7,6
574,3,1,1,0,0,1,2,0,4,2,5,6
575,4,1,1,0,1,1,4,1,3,3,3,4
576,4,1,1,0,1,1,4,1,3,3,3,4
577,3,1,1,0,0,1,3,0,3,1,7,6
578,2,1,1,0,0,0,2,0,5,2,5,6
579,2,2,1,0,0,1,2,0,5,1,6,6
580,3,3,3,1,1,2,4,2,2,2,1,3
581,1,0,1,0,0,0,2,1,5,1,2,3
582,3,2,1,0,1,1,3,1,3,1,3,4
583,3,1,1,1,0,0,1,1,1,1,2,4
584,2,1,1,0,1,1,2,1,6,3,3,6
585,3,1,1,1,0,0,1,1,1,1,2,4
586,3,1,1,1,1,1,3,1,3,3,1,4
587,2,2,1,0,0,1,2,0,6,3,4,6
588,2,1,1,0,0,1,2,1,6,3,4,6
589,3,1,1,0,0,0,2,1,4,4,2,4
590,3,2,3,2,1,0,3,2,1,2,1,3
591,3,1,2,0,0,1,2,0,5,3,4,4
592,2,3,1,1,1,0,3,1,4,3,2,3
593,2,3,0,0,0,0,2,0,2,0,4,3
594,2,3,0,0,0,0,2,0,2,0,4,3
595,2,1,2,0,1,0,3,1,6,3,4,6
596,2,3,1,1,1,0,3,1,4,3,2,3
597,3,2,2,0,0,0,2,1,4,2,4,4
598,2,1,1,1,0,1,2,1,5,3,4,8
599,2,1,2,0,0,0,1,0,3,5,5,6
600,2,2,2,0,5,1,3,1,3,3,2,4
601,3,1,2,0,1,1,2,0,1,1,4,4
602,2,3,0,0,0,0,2,0,2,0,4,3
603,2,3,0,0,0,0,2,0,2,0,4,3
604,2,1,2,0,1,1,2,1,2,4,2,4
605,2,1,2,0,1,1,2,1,2,4,2,4
606,3,1,1,1,1,1,3,1,6,1,2,3
607,3,1,1,1,1,1,3,1,6,1,2,3
608,2,1,1,2,1,1,3,2,5,3,2,3
609,3,2,2,0,1,0,1,1,6,5,4,4
610,2,2,1,0,0,0,2,0,4,4,7,8
611,3,1,2,0,0,0,1,0,3,1,4,4
612,3,1,4,1,1,1,2,2,2,1,1,3
613,3,1,4,1,1,1,2,2,2,1,1,3
614,3,1,4,1,1,1,2,2,2,1,1,3
615,3,1,4,1,1,1,2,2,2,1,1,3
616,3,2,1,0,0,0,2,0,4,4,5,6
617,3,1,1,0,1,1,4,1,4,3,4,4
618,3,1,1,0,1,1,4,1,4,3,4,4
619,3,1,1,0,1,1,2,1,3,3,2,4
620,2,3,2,2,2,1,4,2,4,4,1,3
621,2,1,2,1,2,1,3,1,1,3,1,3
622,1,2,0,0,1,0,3,1,5,4,3,4
623,3,1,2,0,1,0,1,0,4,3,5,3
624,2,2,0,0,1,0,2,1,4,3,2,3
625,2,1,1,1,0,1,2,1,5,2,4,8
626,3,4,0,1,2,0,3,2,5,2,1,1
627,3,2,1,0,1,1,5,1,4,4,2,4
628,3,2,1,0,1,1,5,1,4,4,2,4
629,1,2,1,0,0,0,2,0,4,4,4,4
630,3,1,2,2,1,1,3,2,4,2,1,3
631,3,1,2,2,1,1,3,2,4,2,1,3
632,2,1,1,0,0,0,2,1,4,4,4,4
633,2,2,1,1,1,1,4,1,5,2,2,3
634,2,0,1,0,0,1,3,1,6,3,4,4
635,2,0,1,0,0,1,3,1,7,3,4,4
636,2,0,1,0,0,1,2,1,6,2,4,6
637,3,1,1,1,1,0,3,2,3,4,1,3
638,1,2,0,0,1,1,4,1,5,5,3,3
639,1,2,0,0,1,1,4,1,5,5,3,3
640,1,1,1,0,1,1,2,0,5,3,4,6
641,2,1,1,1,1,1,4,2,4,2,1,1
642,2,1,1,2,1,2,3,1,5,3,3,4
643,2,1,1,1,1,1,3,1,5,2,2,3
644,2,1,1,1,1,1,3,1,5,2,2,3
645,2,1,1,1,1,1,3,1,4,2,1,3
646,2,2,4,0,1,0,3,1,3,4,2,1
647,3,0,2,1,1,1,3,1,3,1,1,4
648,2,2,0,0,0,1,4,1,3,5,3,3
649,3,1,2,2,1,1,4,2,3,3,1,6
650,3,1,2,2,1,1,4,2,3,3,1,6
651,3,1,2,2,1,1,4,2,3,3,1,6
652,3,1,2,2,1,1,4,2,3,3,1,6
653,2,1,1,1,1,1,2,1,5,2,2,4
654,2,1,2,0,1,2,2,0,5,6,5,6
655,3,1,2,0,0,0,2,0,3,2,6,4
656,4,1,2,0,0,0,1,1,2,2,5,4
657,3,2,1,0,1,0,2,1,4,2,3,3
658,2,1,1,0,1,1,4,0,4,2,5,3
659,2,2,0,0,0,4,5,0,3,2,3,1
660,3,1,1,0,1,0,1,1,3,1,2,3
661,2,1,2,2,0,1,2,1,5,3,6,6
662,3,4,0,1,2,0,4,1,6,2,1,1
663,3,1,1,0,1,0,1,1,3,1,2,3
664,3,0,2,1,1,1,4,1,5,3,2,4
665,3,1,1,0,1,0,2,1,5,3,2,3
666,2,1,2,0,0,1,4,0,5,5,7,4
667,3,0,2,1,1,1,4,1,5,3,2,4
668,2,0,1,0,1,1,3,1,5,2,3,4
669,2,1,3,1,1,2,4,1,4,4,2,3
670,3,3,1,1,1,1,4,1,3,3,2,4
671,2,1,2,0,0,0,2,0,5,4,5,4
672,3,2,2,2,0,1,3,1,5,3,7,8
673,2,2,1,0,0,0,2,1,5,4,4,4
674,2,2,3,1,1,1,4,1,3,4,2,3
675,2,1,1,0,1,1,4,1,4,2,1,4
676,2,2,1,1,1,1,4,2,4,2,1,4
677,1,2,2,0,0,0,1,0,6,2,6,6
678,1,2,2,0,0,0,1,0,6,2,6,6
679,1,2,2,0,0,0,1,0,6,2,6,6
680,2,1,0,0,1,2,3,0,4,1,3,3
681,2,2,4,0,1,0,3,1,3,2,2,3
682,2,1,1,1,1,0,3,1,4,2,2,4
683,2,1,1,0,6,2,3,1,3,3,2,3
684,4,3,1,0,1,1,4,1,2,2,5,3
685,2,2,1,1,1,1,4,2,4,2,1,3
686,2,1,2,0,1,0,2,1,5,3,4,6
687,2,5,1,1,8,0,4,2,3,5,1,1
688,3,1,1,1,1,2,4,1,3,3,1,4
689,2,0,2,0,0,1,2,0,4,4,4,6
690,2,1,2,0,1,0,2,1,5,4,3,1
691,2,2,0,0,0,1,4,1,4,4,3,4
692,2,2,0,0,0,1,4,1,4,4,2,3
693,2,2,0,0,0,1,4,1,4,4,2,3
694,3,2,3,2,0,1,5,2,3,5,2,4
695,2,2,1,2,1,1,4,2,4,2,2,3
696,2,1,2,0,0,0,1,0,4,4,4,4
697,3,2,3,2,0,2,4,2,3,4,2,3
698,3,2,3,2,0,2,4,2,3,4,2,3
699,3,2,2,2,0,2,4,2,3,4,2,3
700,4,3,4,1,0,0,4,2,3,4,2,3
701,2,2,1,0,0,0,2,0,6,6,9,6
702,2,2,1,0,0,0,1,1,4,2,3,1
703,2,2,1,0,0,0,2,0,3,2,4,4
704,1,1,1,0,0,0,2,0,6,3,7,4
705,4,1,2,0,0,0,0,1,1,1,4,3
706,2,2,1,0,0,1,4,1,3,4,3,3
707,3,0,2,0,1,1,3,1,3,4,5,4
708,3,1,2,2,1,1,2,2,3,3,3,4
709,2,3,1,0,1,0,2,1,3,2,1,3
710,2,1,1,1,1,1,3,2,5,2,2,3
711,4,1,2,0,0,1,2,0,3,3,6,4
712,4,1,2,0,0,1,2,0,3,3,6,4
713,2,2,2,1,0,1,4,1,5,2,3,3
714,2,3,1,0,0,1,4,1,6,3,4,4
715,2,1,1,0,0,1,3,1,7,5,4,6
716,3,3,1,1,1,0,4,1,3,4,1,4
717,3,1,2,2,0,1,3,2,2,3,1,3
718,2,1,1,0,0,1,3,1,7,5,4,6
719,3,2,3,0,0,1,2,1,6,3,3,6
720,2,2,2,1,1,2,3,1,2,2,1,3
721,2,2,2,0,1,0,4,1,7,3,3,3
722,2,2,2,0,0,0,2,0,5,2,5,4
723,2,2,1,0,0,0,1,0,4,2,7,8
724,3,2,2,0,0,0,2,0,3,1,4,6
725,2,3,1,0,0,1,2,0,3,2,3,3
726,2,1,1,0,0,1,2,0,5,5,5,6
727,3,1,2,1,1,0,2,1,2,4,2,3
728,2,0,1,0,1,1,3,1,5,2,4,3
729,2,2,1,0,5,0,4,1,3,4,2,3
730,2,1,1,2,0,0,3,1,5,3,3,4
731,2,1,2,1,1,2,5,1,4,2,2,4
732,4,1,2,0,0,0,0,1,2,1,4,6
733,2,1,1,2,1,1,4,2,2,3,1,4
734,2,2,1,1,0,0,4,1,5,4,1,3
735,2,1,1,0,0,0,2,1,3,3,2,4
736,2,1,1,2,1,1,4,2,2,3,1,4
737,2,2,1,1,0,0,4,1,5,4,1,3
738,3,1,1,0,0,1,3,0,4,1,4,6
739,2,1,1,0,0,0,2,1,3,3,2,4
740,2,3,2,0,0,0,0,0,5,1,7,0
741,1,1,1,0,0,0,1,0,6,3,4,4
742,3,1,2,0,0,0,2,1,5,4,3,4
743,2,1,1,1,0,1,3,2,5,2,2,3
744,3,2,1,1,0,0,3,1,4,2,3,3
745,3,1,9,0,0,1,2,0,4,3,6,4
746,3,1,2,1,0,1,5,1,4,3,4,4
747,3,2,2,1,0,1,3,1,2,1,5,4
748,2,0,2,1,1,1,3,1,5,3,2,4
749,3,2,2,1,0,1,3,1,2,1,5,4
750,3,2,2,1,0,1,3,1,2,1,5,4
751,2,1,3,1,0,2,3,1,3,3,3,4
752,2,1,2,2,0,2,3,2,3,3,2,4
753,3,1,2,1,0,1,5,1,4,3,4,4
754,2,2,2,0,2,0,2,1,3,3,1,3
755,3,1,2,0,0,1,2,0,4,3,6,6
756,1,1,1,1,1,1,3,2,6,2,2,3
757,2,1,2,2,1,2,3,2,6,7,2,4
758,3,0,2,0,1,1,2,1,5,8,2,6
759,3,0,2,0,1,1,2,1,5,8,2,6
760,2,0,2,1,1,1,3,1,5,3,2,4
761,3,1,2,1,1,1,3,1,5,3,2,4
762,2,1,2,2,1,1,5,2,2,3,1,3
763,1,3,0,2,0,1,2,2,5,4,3,4
764,2,2,1,0,0,1,3,1,4,5,2,4
765,3,1,2,0,1,1,2,0,1,2,4,4
766,2,4,3,1,2,2,5,2,3,2,1,3
767,2,1,2,0,0,0,0,0,4,4,4,4
768,2,0,2,1,1,1,2,1,6,2,2,6
769,2,0,2,1,1,1,2,1,6,2,2,6
770,2,0,1,0,1,0,2,1,6,2,2,6
771,2,0,3,0,3,1,3,1,3,1,2,6
772,2,1,3,0,3,2,3,1,3,1,2,6
773,2,1,1,2,0,1,3,2,6,2,2,3
774,5,1,2,1,0,0,2,1,4,2,3,9
775,2,1,2,0,3,0,2,0,4,4,6,4
776,4,0,2,0,0,0,2,0,2,3,4,4
777,3,1,1,2,1,1,4,2,3,3,1,3
778,2,1,2,2,1,1,3,2,5,6,2,6
779,4,0,2,2,1,1,3,2,5,6,1,8
780,2,3,0,0,0,0,1,0,5,1,5,1
781,3,2,1,1,1,1,4,1,3,4,2,4
782,2,1,2,2,1,1,3,2,5,6,2,6
783,4,0,2,2,1,1,3,2,5,6,1,8
784,3,1,1,2,1,1,4,2,3,3,1,3
785,3,2,1,1,0,1,2,2,4,0,2,4
786,3,2,1,1,0,1,2,2,4,0,1,4
787,3,2,1,1,0,1,2,2,4,0,1,4
788,1,2,0,0,0,0,2,1,6,2,3,6
789,3,2,1,1,0,1,2,2,4,0,2,4
790,3,2,1,1,0,1,2,2,4,0,1,4
791,2,1,1,0,0,0,1,0,6,5,4,6
792,2,3,0,0,1,1,3,1,3,3,3,3
793,2,1,1,0,0,0,1,0,6,5,4,6
794,3,2,1,0,1,1,3,1,2,3,2,3
795,3,2,1,1,1,1,3,1,3,2,1,3
796,3,3,1,1,1,1,4,1,2,4,1,4
797,2,1,1,1,1,1,3,2,5,6,2,4
798,1,0,1,0,0,0,2,1,6,2,2,4
799,2,0,1,0,0,0,1,0,5,4,4,8
800,3,1,3,1,0,1,3,2,3,2,1,4
801,2,1,2,0,1,2,4,1,4,2,2,3
802,2,3,2,1,1,1,4,2,3,3,2,3
803,2,1,1,1,0,1,3,2,6,2,2,6
804,3,2,2,0,0,0,2,1,4,2,2,4
805,3,1,3,1,0,1,3,2,3,2,1,4
806,2,2,1,1,1,1,4,2,4,2,2,3
807,2,2,1,1,1,1,4,1,3,2,2,4
808,2,3,1,1,1,2,5,2,3,1,1,4
809,2,2,1,1,1,1,4,2,4,2,2,4
810,2,1,2,0,1,2,4,1,4,2,2,3
811,2,3,0,0,1,0,2,1,4,3,1,4
812,2,2,1,0,1,0,3,1,6,3,1,6
813,2,1,1,2,1,1,3,2,5,2,2,4
814,3,2,1,2,1,1,5,2,2,4,4,4
815,2,2,1,0,0,0,2,1,2,2,1,3
816,4,0,2,0,0,0,1,1,3,3,5,3
817,2,4,1,1,0,0,2,1,4,3,1,3
818,2,2,1,0,0,0,2,1,2,2,1,3
819,2,4,1,1,0,0,2,1,4,3,1,3
820,2,2,1,0,0,0,1,0,6,4,7,9
821,3,5,1,1,1,0,4,1,2,4,1,4
822,2,0,1,0,1,1,2,1,5,2,2,3
823,2,1,1,0,1,1,2,1,5,2,2,4
824,4,0,2,0,0,0,1,1,3,3,5,3
825,3,1,2,1,0,1,3,1,4,3,2,4
826,2,1,2,1,1,0,3,1,5,4,3,4
827,3,1,2,0,0,0,3,0,5,3,7,9
828,3,0,2,1,1,0,1,1,3,2,4,6
829,3,0,2,0,1,0,1,1,3,2,4,6
830,3,1,1,0,1,1,2,1,9,5,4,4
831,3,0,2,0,0,1,3,1,2,4,5,1
832,3,2,2,0,1,1,2,0,5,3,7,8
833,2,1,2,0,0,0,1,0,4,2,6,4
834,3,1,1,0,1,1,2,1,9,5,4,4
835,3,3,2,0,0,1,2,0,3,2,7,8
836,3,1,2,0,0,0,3,0,4,2,6,8
837,3,1,2,0,0,0,3,0,4,2,6,8
838,3,1,2,0,0,0,3,0,4,2,6,8
839,3,2,2,0,0,0,2,1,3,1,6,6
840,3,2,2,0,0,0,2,1,3,1,6,6
841,4,1,1,1,1,1,3,2,3,2,1,6
842,4,1,1,1,1,1,3,2,3,2,1,6
843,2,1,2,0,0,1,2,1,4,3,4,6
844,3,1,1,0,0,0,2,0,5,3,4,8
845,3,1,1,0,0,0,2,0,5,3,4,8
846,2,1,2,2,0,2,3,2,2,2,2,3
847,5,2,1,0,0,0,1,0,3,1,4,3
848,4,1,1,1,1,1,3,2,3,2,1,6
849,2,1,1,0,0,0,2,0,5,2,5,4
850,2,1,2,0,0,1,2,1,4,3,4,6
851,4,2,2,1,0,1,3,2,3,3,2,3
852,2,0,2,0,0,1,2,1,4,8,2,6
853,3,2,3,1,0,1,3,2,3,3,0,3
854,2,0,2,0,0,1,2,1,4,8,2,6
855,3,1,2,0,0,0,2,1,7,6,3,6
856,4,2,2,1,0,1,3,2,3,3,2,3
857,4,3,2,2,0,1,3,2,3,3,2,3
858,2,1,2,1,0,2,3,1,4,3,3,6
859,2,2,1,0,4,2,3,1,4,2,2,3
860,4,1,2,0,0,1,2,1,4,4,3,8
861,3,1,2,2,0,1,4,2,5,6,1,6
862,0,2,0,0,0,1,3,1,5,4,3,4
863,2,1,1,0,0,0,2,0,4,3,6,4
864,0,2,0,0,0,1,3,1,5,4,3,3
865,2,1,1,0,0,0,2,0,3,0,7,4
866,2,0,2,0,0,1,2,1,4,8,2,6
867,3,0,2,1,0,1,3,2,4,6,0,8
868,3,1,2,2,0,1,3,2,5,6,1,6
869,3,1,1,0,0,1,2,1,4,5,3,4
870,2,3,3,1,2,0,3,1,2,3,2,3
871,3,2,3,1,0,1,3,2,3,3,0,3
872,2,1,1,0,0,0,2,0,3,1,4,4
873,6,0,2,0,0,0,0,1,1,0,2,0
874,3,0,1,0,0,0,1,1,5,1,3,3
875,3,1,1,0,0,0,3,1,4,4,3,6
876,2,2,2,0,0,1,2,0,5,1,7,9
877,2,1,2,0,3,1,2,0,4,1,3,4
878,2,0,3,0,3,1,2,1,4,1,1,4
879,2,0,2,0,0,0,2,0,6,6,6,8
880,3,1,1,0,0,0,3,1,4,4,3,6
881,4,2,2,0,0,0,2,1,4,3,3,4
882,3,1,2,0,0,0,2,1,3,3,5,4
883,3,1,2,0,0,0,2,1,3,3,5,4
884,2,1,1,1,0,1,5,2,5,3,2,4
885,2,2,1,0,0,0,2,0,6,5,6,6
886,3,1,1,0,0,1,3,0,4,3,5,4
887,2,2,1,0,1,1,1,0,5,5,4,6
888,3,1,1,0,0,1,3,0,4,3,5,4
889,2,2,1,0,1,1,1,0,5,5,4,6
890,1,2,0,0,1,1,3,1,5,4,3,4
891,1,1,1,0,0,1,2,0,6,2,4,6
892,2,1,1,0,0,1,2,1,7,3,2,3
893,3,2,1,0,0,1,2,0,3,1,6,6
894,1,1,1,0,0,1,2,0,6,2,4,6
895,1,1,2,0,1,0,1,0,4,3,3,4
896,2,0,1,1,1,1,5,1,4,3,4,4
897,3,2,1,0,1,0,1,1,3,2,4,4
898,2,1,1,0,0,0,1,0,2,3,4,4
899,2,0,1,1,1,1,5,1,4,3,4,4
900,2,1,2,1,1,0,3,1,5,3,4,6
901,4,2,1,1,1,0,2,2,4,1,2,4
902,2,1,2,1,1,2,5,2,3,2,1,3
903,2,2,1,1,1,2,4,1,4,1,2,4
904,2,1,1,0,1,1,3,1,2,2,1,8
905,4,1,2,0,1,0,2,1,3,4,4,1
906,4,1,2,0,1,0,1,1,3,4,3,1
907,3,1,2,0,0,0,2,0,5,2,6,8
908,4,1,2,1,1,0,3,2,5,2,2,1
909,3,1,1,1,1,1,4,2,3,3,1,3
910,2,2,1,0,0,0,3,1,3,4,3,3
911,2,2,1,0,0,0,3,1,3,4,3,3
912,2,2,1,0,0,0,3,1,3,4,3,3
913,1,2,0,0,0,0,0,1,5,1,1,3
914,4,2,1,0,1,0,1,1,4,1,2,1
915,1,2,0,0,0,0,0,1,5,1,1,3
916,3,0,2,0,0,1,2,1,5,3,3,6
917,3,2,1,0,0,0,2,0,1,1,4,4
918,3,1,2,0,0,0,2,0,3,1,6,4
919,4,0,2,0,0,0,2,1,1,1,3,6
920,3,0,1,0,1,1,3,1,7,2,2,6
921,3,2,3,1,0,1,3,2,3,2,1,4
922,3,2,3,1,0,1,3,2,3,2,1,4
923,2,1,1,1,1,2,4,1,4,2,3,4
924,3,1,2,0,1,1,3,1,6,3,4,8
925,2,1,1,0,1,0,2,1,5,2,2,3
926,1,5,0,0,0,0,1,1,5,1,2,3
927,2,1,1,0,1,1,3,1,2,3,2,6
928,2,1,2,1,1,1,3,2,7,2,3,3
929,2,2,3,2,1,1,2,2,3,3,1,3
930,3,0,3,0,0,0,1,1,3,2,6,6
931,2,1,2,1,0,2,5,1,3,1,1,3
932,2,1,1,1,1,2,5,1,4,2,3,4
933,2,2,1,1,0,1,4,1,4,2,2,3
934,2,1,2,1,0,2,5,1,3,1,1,3
935,2,1,2,0,0,2,5,1,3,2,1,3
936,2,3,1,0,1,0,1,0,3,2,5,3
937,2,2,3,2,1,1,2,2,3,3,1,3
938,2,2,1,1,1,1,5,1,5,3,3,4
939,3,1,1,2,1,1,4,2,3,2,2,6
940,2,2,1,1,0,1,4,1,3,4,2,3
941,2,1,2,1,0,2,4,1,4,3,2,4
942,1,3,1,0,0,0,1,1,7,2,3,6
943,2,3,2,0,0,1,2,0,3,1,6,6
944,2,0,1,1,1,0,2,1,5,2,1,6
945,2,0,1,0,1,0,2,1,7,2,3,6
946,4,2,6,2,1,1,4,2,2,2,2,3
947,4,0,2,0,0,0,3,1,2,1,3,3
948,2,6,1,0,1,0,1,1,5,3,2,1
949,3,1,2,0,0,0,1,1,4,2,5,3
950,3,2,1,0,1,0,2,1,3,1,2,3
951,3,1,2,1,0,0,3,1,3,3,2,4
952,2,0,1,0,0,0,2,1,4,3,3,4
953,4,1,2,0,0,1,2,1,2,1,3,3
954,3,1,2,1,0,0,3,1,3,3,2,4
955,3,2,1,0,1,0,2,1,3,1,2,3
956,3,2,1,0,0,0,2,1,3,1,2,3
957,2,1,1,0,0,0,1,1,6,3,3,6
958,2,1,1,0,0,0,1,1,6,3,3,6
959,3,1,2,2,1,1,3,2,2,2,1,4
960,3,1,2,2,1,1,3,2,2,2,1,4
961,4,3,2,0,0,1,2,0,3,4,6,6
962,3,1,2,2,1,1,3,2,2,2,1,4
963,2,1,1,0,0,0,2,1,5,3,5,4
964,2,1,1,1,0,1,3,1,5,2,2,4
965,4,1,2,0,0,0,2,1,3,1,5,3
966,2,2,1,0,0,1,4,1,3,1,2,4
967,2,1,2,2,0,1,3,2,4,2,1,4
968,2,0,1,0,0,0,1,0,5,5,6,6
969,1,3,0,0,0,0,1,0,5,3,5,6
970,1,3,0,0,0,0,2,0,5,1,6,6
971,2,1,1,0,0,0,2,0,5,2,7,6
972,2,1,2,2,0,1,3,2,4,2,1,4
973,2,0,1,0,0,0,1,0,5,5,6,6
974,3,0,2,0,1,0,2,1,5,7,5,4
975,3,2,1,0,1,0,2,1,3,3,1,3
976,2,0,1,0,1,1,2,1,7,2,3,4
977,2,0,1,1,1,1,4,1,4,3,0,3
978,3,1,1,0,0,1,3,1,6,4,4,6
979,2,1,4,0,4,0,1,1,3,2,2,3
980,2,1,4,0,4,0,1,1,3,2,2,4
981,3,1,1,0,0,1,3,1,6,4,4,6
982,1,3,1,0,0,0,1,0,7,2,7,4
983,1,2,2,0,0,0,1,0,6,2,6,4
984,2,1,1,0,1,2,3,1,6,3,4,3
985,2,3,1,0,1,0,2,1,6,3,4,4
986,3,1,1,0,1,1,3,1,3,3,3,4
987,3,2,1,0,1,1,3,1,3,2,3,4
988,2,1,1,0,1,2,3,1,6,3,4,3
989,3,1,2,1,0,0,2,1,3,1,6,6
990,4,0,2,0,0,1,3,1,2,1,3,4
991,4,1,2,0,1,0,1,1,3,4,3,1
992,2,1,1,2,1,2,4,1,4,1,3,3
993,3,1,1,0,1,0,1,1,5,2,3,1
994,4,0,2,0,0,0,4,1,4,3,2,4
995,3,1,2,0,1,0,3,1,2,2,4,4
996,2,1,2,0,1,0,0,1,5,4,3,3
997,2,1,1,1,1,1,3,1,5,2,2,4
998,4,1,1,2,1,1,4,2,2,3,1,4
999,3,1,3,0,1,1,3,1,2,3,3,6
1000,4,1,2,0,1,0,1,1,3,2,2,6
1001,2,1,2,0,1,2,4,1,3,2,2,3
1002,2,1,2,0,1,2,4,1,3,2,2,4
1003,2,1,2,0,1,0,2,1,5,3,3,6
1004,1,2,1,0,0,1,3,0,5,3,5,4
1005,2,0,1,0,1,0,1,1,6,4,4,4
1006,1,2,1,0,0,1,3,0,5,3,5,4
1007,1,4,0,0,1,0,1,1,5,2,2,3
1008,2,1,2,0,1,1,4,1,5,3,3,6
1009,4,0,2,0,1,1,3,1,3,1,4,4
1010,3,0,2,0,1,0,2,1,3,6,3,4
1011,3,0,2,0,1,2,3,1,4,5,5,6
1012,4,0,2,0,1,1,2,1,3,2,3,4
1013,2,1,2,1,1,2,4,1,4,3,2,3
1014,2,0,1,1,1,2,3,2,8,2,1,3
1015,3,3,1,0,0,0,2,1,2,0,3,3
1016,2,2,2,1,1,1,2,1,2,7,1,3
1017,3,0,2,0,1,0,2,1,3,6,3,4
1018,3,0,2,0,1,1,3,0,2,1,4,4
1019,4,0,1,0,1,1,4,1,4,4,2,4
1020,4,1,2,0,0,1,2,1,3,3,5,6
1021,4,1,2,0,0,1,2,1,3,3,5,6
1022,2,1,1,0,0,1,4,1,4,1,4,8
1023,3,1,2,1,1,1,3,1,3,1,4,4
1024,2,2,4,0,2,0,4,1,7,5,6,4
1025,2,0,2,0,0,1,2,1,5,3,2,4
1026,2,0,2,0,0,1,3,1,5,3,3,4
1027,4,4,1,1,0,0,1,1,3,0,2,1
1028,3,1,2,0,1,1,2,1,6,4,3,6
1029,2,5,2,1,1,1,5,1,4,4,2,1
1030,3,1,2,0,1,0,3,1,6,4,4,4
1031,2,2,1,1,1,1,5,1,5,4,3,4
1032,3,2,2,0,1,1,5,1,7,4,3,4
1033,3,2,2,0,1,1,5,1,7,4,3,4
1034,3,5,2,1,6,1,5,2,1,6,1,0
1035,4,0,2,0,0,1,3,1,3,5,3,4
1036,3,0,2,0,1,0,1,1,7,7,4,3
1037,3,3,1,0,1,0,1,1,4,3,2,3
1038,3,0,2,0,0,1,2,1,5,3,2,6
1039,3,0,2,0,0,0,2,0,2,6,4,3
1040,4,5,1,0,1,0,2,1,4,5,4,1
1041,3,1,1,0,0,0,1,0,2,3,4,3
1042,3,4,1,0,1,0,2,1,4,2,4,1
1043,3,2,2,2,1,1,5,2,2,2,1,3
1044,3,1,2,0,1,0,1,1,3,3,4,6
1045,3,0,2,0,1,0,1,1,3,2,4,3
1046,2,1,0,0,1,0,2,1,5,2,3,3
1047,3,2,3,0,0,0,1,0,3,2,3,3
1048,4,3,2,0,0,0,1,1,2,2,1,3
1049,2,2,2,0,0,1,2,0,5,4,7,4
1050,3,1,2,1,1,0,3,1,3,3,1,3
1051,2,1,4,0,3,1,2,1,2,1,1,4
1052,3,2,2,0,0,0,1,0,2,1,5,3
1053,5,2,3,0,1,0,2,1,3,5,3,1
1054,3,2,3,0,0,0,1,0,3,2,3,3
1055,4,1,2,0,1,0,2,1,2,2,3,3
1056,3,1,2,0,1,0,2,1,7,2,4,4
1057,3,4,1,1,2,1,4,2,6,2,1,3
1058,3,1,2,0,1,0,2,1,7,2,4,4
1059,1,2,1,0,2,1,3,1,5,3,1,1
1060,4,1,2,0,1,0,2,0,3,5,5,6
1061,3,1,1,1,1,1,4,1,5,3,2,3
1062,2,1,1,0,2,1,4,1,5,5,2,3
1063,2,1,1,0,1,1,4,1,5,5,2,3
1064,4,1,2,0,1,1,3,1,5,5,4,4
1065,4,1,2,2,1,1,2,2,4,3,2,3
